interview_id,application_id,round_number,interview_type,score,result,interviewer_feedback,duration_minutes
INT0000375,APP000210,3,Aptitude,70.2,Fail,Lacks Domain Knowledge,45
INT0000376,APP000210,4,Aptitude,60.4,On Hold,Strong Technical Skills,120
INT0000377,APP000211,1,Aptitude,64.4,On Hold,Good Communication,90
INT0000378,APP000211,2,Coding,88.5,Pass,Average Performance,60
INT0000379,APP000211,3,Group Discussion,51.8,On Hold,Excellent Problem Solving,120
INT0000380,APP000211,4,HR,36.7,Pass,Lacks Domain Knowledge,90
INT0000381,APP000212,1,Group Discussion,82.6,On Hold,Average Performance,60
INT0000382,APP000212,2,Case Study,62.2,Pass,Excellent Problem Solving,60
INT0000383,APP000212,3,Coding,50.7,On Hold,Lacks Domain Knowledge,30
INT0000384,APP000212,4,Aptitude,57.8,Fail,Lacks Domain Knowledge,60
INT0000385,APP000213,1,Aptitude,72.7,Pass,Good Communication,60
INT0000386,APP000213,2,Case Study,79.2,Pass,Strong Technical Skills,90
INT0000387,APP000213,3,HR,88.3,Fail,Average Performance,120
INT0000388,APP000214,1,HR,79.4,On Hold,Strong Technical Skills,90
INT0000389,APP000214,2,Case Study,77.9,On Hold,Average Performance,90
INT0000390,APP000214,3,Aptitude,77.6,On Hold,Lacks Domain Knowledge,120
INT0000391,APP000215,1,Group Discussion,85.8,On Hold,Good Communication,30
INT0000392,APP000216,1,Technical,75.9,Pass,Average Performance,120
INT0000393,APP000216,2,Group Discussion,93.8,Pass,Lacks Domain Knowledge,120
INT0000394,APP000217,1,Case Study,98.4,Fail,Strong Technical Skills,30
INT0000395,APP000218,1,Aptitude,78.6,Pass,Lacks Domain Knowledge,30
INT0000396,APP000218,2,Group Discussion,51.8,Fail,Good Communication,45
INT0000397,APP000219,1,Case Study,57.8,Fail,Excellent Problem Solving,90
INT0000398,APP000219,2,Coding,35.8,On Hold,Excellent Problem Solving,120
INT0000399,APP000219,3,Technical,38.5,On Hold,Average Performance,30
INT0000400,APP000220,1,Technical,94.6,Pass,Average Performance,120
INT0000401,APP000220,2,Case Study,58.9,On Hold,Good Communication,30
INT0000402,APP000221,1,Case Study,99.0,Fail,Average Performance,120
INT0000403,APP000222,1,Technical,56.6,On Hold,Average Performance,60
INT0000404,APP000222,2,Technical,92.3,Fail,Good Communication,45
INT0000405,APP000222,3,Technical,54.9,Fail,Needs Improvement,30
INT0000406,APP000223,1,Technical,76.0,On Hold,Good Communication,45
INT0000407,APP000225,1,Technical,46.5,Fail,Good Communication,120
INT0000408,APP000225,2,HR,77.6,Fail,Strong Technical Skills,45
INT0000409,APP000228,1,Coding,68.9,On Hold,Strong Technical Skills,60
INT0000410,APP000233,1,HR,67.9,On Hold,Needs Improvement,120
INT0000411,APP000234,1,Technical,95.0,Fail,Needs Improvement,60
INT0000412,APP000235,1,Technical,62.9,On Hold,Excellent Problem Solving,30
INT0000413,APP000235,2,Aptitude,43.3,Fail,Excellent Problem Solving,90
INT0000414,APP000235,3,Coding,45.2,On Hold,Strong Technical Skills,60
INT0000415,APP000235,4,Technical,99.1,Pass,Average Performance,60
INT0000416,APP000237,1,Coding,45.0,Pass,Needs Improvement,45
INT0000417,APP000237,2,Group Discussion,47.8,Pass,Strong Technical Skills,90
INT0000418,APP000237,3,Group Discussion,64.7,On Hold,Strong Technical Skills,120
INT0000419,APP000239,1,Aptitude,92.4,Pass,Lacks Domain Knowledge,90
INT0000420,APP000239,2,HR,54.2,Fail,Good Communication,30
INT0000421,APP000239,3,HR,82.7,On Hold,Good Communication,60
INT0000422,APP000240,1,Technical,80.2,Fail,Good Communication,45
INT0000423,APP000240,2,Aptitude,42.7,Pass,Average Performance,60
INT0000424,APP000241,1,Case Study,77.3,On Hold,Average Performance,120
INT0000425,APP000241,2,Aptitude,69.4,Pass,Excellent Problem Solving,45
INT0000426,APP000242,1,Case Study,67.0,Fail,Average Performance,30
INT0000427,APP000243,1,HR,71.7,Pass,Lacks Domain Knowledge,120
INT0000428,APP000243,2,Case Study,86.3,On Hold,Needs Improvement,120
INT0000429,APP000243,3,Aptitude,60.9,Pass,Strong Technical Skills,120
INT0000430,APP000243,4,HR,98.4,Fail,Needs Improvement,30
INT0000431,APP000244,1,Case Study,45.5,On Hold,Lacks Domain Knowledge,60
INT0000432,APP000244,2,Coding,84.9,On Hold,Excellent Problem Solving,90
INT0000433,APP000244,3,HR,53.7,On Hold,Needs Improvement,30
INT0000434,APP000244,4,HR,92.8,On Hold,Good Communication,60
INT0000435,APP000245,1,Aptitude,57.0,On Hold,Excellent Problem Solving,120
INT0000436,APP000245,2,Case Study,65.4,Pass,Excellent Problem Solving,45
INT0000437,APP000246,1,HR,93.6,Fail,Good Communication,120
INT0000438,APP000246,2,Technical,47.1,On Hold,Average Performance,45
INT0000439,APP000246,3,Group Discussion,42.6,Pass,Average Performance,45
INT0000440,APP000246,4,Case Study,98.8,On Hold,Good Communication,45
INT0000441,APP000247,1,Coding,38.2,Fail,Good Communication,45
INT0000442,APP000247,2,Aptitude,41.2,Pass,Strong Technical Skills,90
INT0000443,APP000247,3,HR,96.6,On Hold,Needs Improvement,30
INT0000444,APP000247,4,Case Study,76.5,On Hold,Needs Improvement,90
INT0000445,APP000249,1,HR,59.5,Pass,Average Performance,60
INT0000446,APP000249,2,Aptitude,36.3,On Hold,Average Performance,90
INT0000447,APP000249,3,Group Discussion,38.0,Fail,Lacks Domain Knowledge,120
INT0000448,APP000249,4,Aptitude,30.3,Fail,Strong Technical Skills,90
INT0000449,APP000251,1,Group Discussion,63.7,Fail,Excellent Problem Solving,120
INT0000450,APP000251,2,Coding,89.1,Pass,Good Communication,60
INT0000451,APP000251,3,Coding,34.4,Pass,Excellent Problem Solving,90
INT0000452,APP000253,1,Coding,88.6,On Hold,Lacks Domain Knowledge,30
INT0000453,APP000256,1,Technical,74.0,Fail,Good Communication,45
INT0000454,APP000256,2,Aptitude,75.2,Pass,Good Communication,45
INT0000455,APP000256,3,Technical,32.2,Fail,Strong Technical Skills,30
INT0000456,APP000257,1,Aptitude,36.6,Pass,Good Communication,30
INT0000457,APP000257,2,Aptitude,88.7,Fail,Average Performance,45
INT0000458,APP000258,1,Coding,50.2,Fail,Strong Technical Skills,30
INT0000459,APP000258,2,Technical,92.6,On Hold,Average Performance,90
INT0000460,APP000258,3,Coding,36.4,Fail,Good Communication,90
INT0000461,APP000258,4,Aptitude,30.0,Fail,Average Performance,90
INT0000462,APP000261,1,Group Discussion,38.6,Fail,Needs Improvement,45
INT0000463,APP000261,2,Group Discussion,32.6,Fail,Lacks Domain Knowledge,45
INT0000464,APP000261,3,Case Study,46.8,Fail,Strong Technical Skills,30
INT0000465,APP000261,4,Case Study,32.1,Pass,Good Communication,45
INT0000466,APP000262,1,Aptitude,99.1,Fail,Average Performance,30
INT0000467,APP000263,1,Technical,56.1,Pass,Strong Technical Skills,90
INT0000468,APP000264,1,Coding,82.6,Fail,Strong Technical Skills,90
INT0000469,APP000264,2,Group Discussion,73.6,On Hold,Lacks Domain Knowledge,120
INT0000470,APP000264,3,Technical,35.4,On Hold,Excellent Problem Solving,45
INT0000471,APP000265,1,Aptitude,55.2,Fail,Strong Technical Skills,30
INT0000472,APP000265,2,Aptitude,74.0,Pass,Needs Improvement,120
INT0000473,APP000266,1,Coding,73.5,On Hold,Excellent Problem Solving,30
INT0000474,APP000268,1,Group Discussion,53.0,Fail,Strong Technical Skills,45
INT0000475,APP000268,2,Coding,98.8,Fail,Average Performance,90
INT0000476,APP000269,1,Coding,75.9,Pass,Lacks Domain Knowledge,120
INT0000477,APP000269,2,Case Study,85.8,On Hold,Average Performance,60
INT0000478,APP000269,3,Coding,35.1,Pass,Good Communication,45
INT0000479,APP000270,1,Group Discussion,97.8,On Hold,Lacks Domain Knowledge,30
INT0000480,APP000270,2,HR,68.0,On Hold,Lacks Domain Knowledge,120
INT0000481,APP000270,3,Aptitude,86.7,On Hold,Good Communication,60
INT0000482,APP000270,4,Technical,91.0,On Hold,Needs Improvement,45
INT0000483,APP000271,1,Group Discussion,97.5,Fail,Excellent Problem Solving,60
INT0000484,APP000271,2,Group Discussion,90.4,Fail,Average Performance,60
INT0000485,APP000271,3,Group Discussion,44.6,Fail,Excellent Problem Solving,30
INT0000486,APP000272,1,Case Study,93.6,Pass,Good Communication,90
INT0000487,APP000272,2,Case Study,99.0,On Hold,Lacks Domain Knowledge,120
INT0000488,APP000272,3,HR,61.1,Pass,Strong Technical Skills,30
INT0000489,APP000275,1,Coding,35.5,On Hold,Average Performance,45
INT0000490,APP000275,2,Coding,43.5,On Hold,Strong Technical Skills,30
INT0000491,APP000275,3,Technical,65.5,Pass,Lacks Domain Knowledge,120
INT0000492,APP000276,1,Coding,63.9,Pass,Strong Technical Skills,120
INT0000493,APP000276,2,Aptitude,94.3,Fail,Good Communication,45
INT0000494,APP000276,3,Technical,40.0,Pass,Excellent Problem Solving,120
INT0000495,APP000276,4,Technical,54.5,Fail,Needs Improvement,30
INT0000496,APP000280,1,Technical,34.6,Pass,Needs Improvement,120
INT0000497,APP000280,2,Case Study,73.9,Pass,Lacks Domain Knowledge,60
INT0000498,APP000280,3,HR,89.2,On Hold,Average Performance,120
INT0000499,APP000286,1,Group Discussion,64.4,Fail,Excellent Problem Solving,45
INT0000500,APP000288,1,HR,48.6,On Hold,Needs Improvement,45
INT0000501,APP000288,2,HR,38.0,Fail,Lacks Domain Knowledge,45
INT0000502,APP000289,1,Case Study,54.8,Fail,Average Performance,90
INT0000503,APP000289,2,HR,58.4,On Hold,Good Communication,120
INT0000504,APP000289,3,HR,67.5,Fail,Needs Improvement,30
INT0000505,APP000289,4,HR,64.4,On Hold,Good Communication,120
INT0000506,APP000291,1,Aptitude,43.1,Pass,Lacks Domain Knowledge,90
INT0000507,APP000292,1,Group Discussion,87.4,On Hold,Strong Technical Skills,90
INT0000508,APP000292,2,Technical,75.2,Pass,Needs Improvement,90
INT0000509,APP000294,1,Case Study,93.7,Pass,Needs Improvement,120
INT0000510,APP000294,2,Coding,49.2,Fail,Needs Improvement,120
INT0000511,APP000295,1,Aptitude,56.4,On Hold,Needs Improvement,60
INT0000512,APP000295,2,HR,89.9,On Hold,Good Communication,60
INT0000513,APP000295,3,Aptitude,70.3,Fail,Excellent Problem Solving,30
INT0000514,APP000295,4,Group Discussion,64.9,Pass,Good Communication,45
INT0000515,APP000296,1,Technical,87.8,Fail,Needs Improvement,90
INT0000516,APP000296,2,HR,87.9,Pass,Strong Technical Skills,60
INT0000517,APP000296,3,Coding,86.5,Pass,Lacks Domain Knowledge,30
INT0000518,APP000297,1,Technical,46.9,On Hold,Lacks Domain Knowledge,90
INT0000519,APP000297,2,Coding,84.3,Fail,Strong Technical Skills,60
INT0000520,APP000297,3,Coding,99.2,Fail,Lacks Domain Knowledge,30
INT0000521,APP000297,4,Coding,96.2,On Hold,Average Performance,60
INT0000522,APP000300,1,Group Discussion,67.8,Pass,Excellent Problem Solving,60
INT0000523,APP000300,2,Technical,78.1,On Hold,Average Performance,45
INT0000524,APP000300,3,Group Discussion,63.9,Pass,Strong Technical Skills,45
INT0000525,APP000300,4,Coding,69.2,Pass,Needs Improvement,120
INT0000526,APP000301,1,Case Study,53.5,Fail,Excellent Problem Solving,120
INT0000527,APP000301,2,Case Study,65.8,On Hold,Lacks Domain Knowledge,60
INT0000528,APP000301,3,HR,89.3,Pass,Good Communication,90
INT0000529,APP000301,4,Aptitude,81.2,Pass,Lacks Domain Knowledge,90
INT0000530,APP000302,1,Aptitude,94.5,Pass,Strong Technical Skills,30
INT0000531,APP000302,2,Case Study,73.4,Fail,Average Performance,90
INT0000532,APP000303,1,Coding,99.6,On Hold,Needs Improvement,45
INT0000533,APP000303,2,Technical,46.3,Fail,Excellent Problem Solving,90
INT0000534,APP000303,3,Aptitude,44.9,On Hold,Needs Improvement,30
INT0000535,APP000303,4,Technical,84.2,On Hold,Strong Technical Skills,30
INT0000536,APP000304,1,HR,30.5,Pass,Average Performance,90
INT0000537,APP000305,1,Coding,90.2,Fail,Lacks Domain Knowledge,45
INT0000538,APP000305,2,HR,59.8,Fail,Needs Improvement,60
INT0000539,APP000306,1,Case Study,99.7,Pass,Strong Technical Skills,60
INT0000540,APP000306,2,Coding,75.2,On Hold,Good Communication,60
INT0000541,APP000310,1,Group Discussion,55.3,Fail,Good Communication,45
INT0000542,APP000311,1,HR,80.9,Fail,Lacks Domain Knowledge,120
INT0000543,APP000312,1,Group Discussion,84.4,On Hold,Excellent Problem Solving,120
INT0000544,APP000312,2,Case Study,32.7,Pass,Needs Improvement,90
INT0000545,APP000312,3,Group Discussion,57.9,On Hold,Lacks Domain Knowledge,60
INT0000546,APP000312,4,Aptitude,89.1,On Hold,Excellent Problem Solving,120
INT0000547,APP000316,1,Technical,68.9,On Hold,Needs Improvement,90
INT0000548,APP000316,2,Technical,50.8,Pass,Good Communication,45
INT0000549,APP000317,1,HR,34.2,On Hold,Strong Technical Skills,30
INT0000550,APP000317,2,HR,96.9,Pass,Strong Technical Skills,45
INT0000551,APP000318,1,Coding,59.2,Pass,Strong Technical Skills,30
INT0000552,APP000318,2,HR,77.1,Pass,Average Performance,60
INT0000553,APP000318,3,Coding,97.5,Pass,Excellent Problem Solving,90
INT0000554,APP000318,4,HR,96.3,On Hold,Strong Technical Skills,90
INT0000555,APP000319,1,Aptitude,43.9,Fail,Needs Improvement,30
INT0000556,APP000323,1,Aptitude,86.0,On Hold,Strong Technical Skills,60
INT0000557,APP000323,2,Technical,81.0,On Hold,Needs Improvement,45
INT0000558,APP000323,3,Case Study,93.8,On Hold,Strong Technical Skills,60
INT0000559,APP000323,4,Technical,80.6,Pass,Good Communication,90
INT0000560,APP000324,1,Group Discussion,90.7,Pass,Lacks Domain Knowledge,30
INT0000561,APP000324,2,Case Study,54.6,On Hold,Good Communication,60
INT0000562,APP000324,3,Aptitude,93.6,Pass,Strong Technical Skills,90
INT0000563,APP000324,4,Case Study,30.3,On Hold,Needs Improvement,60
INT0000564,APP000325,1,HR,84.1,Fail,Good Communication,30
INT0000565,APP000325,2,Aptitude,73.8,Fail,Excellent Problem Solving,60
INT0000566,APP000326,1,Technical,87.3,Pass,Good Communication,45
INT0000567,APP000326,2,Coding,30.4,Fail,Lacks Domain Knowledge,30
INT0000568,APP000328,1,Aptitude,30.2,Fail,Average Performance,120
INT0000569,APP000328,2,Aptitude,46.9,On Hold,Excellent Problem Solving,45
INT0000570,APP000328,3,Coding,61.2,On Hold,Lacks Domain Knowledge,120
INT0000571,APP000328,4,Coding,65.2,Pass,Needs Improvement,30
INT0000572,APP000331,1,Group Discussion,31.4,Pass,Needs Improvement,90
INT0000573,APP000331,2,Technical,76.4,On Hold,Strong Technical Skills,60
INT0000574,APP000332,1,Case Study,77.1,On Hold,Average Performance,30
INT0000575,APP000332,2,HR,85.1,On Hold,Needs Improvement,45
INT0000576,APP000332,3,Case Study,92.0,Fail,Strong Technical Skills,60
INT0000577,APP000332,4,Group Discussion,97.4,On Hold,Average Performance,45
INT0000578,APP000333,1,Group Discussion,81.9,On Hold,Needs Improvement,120
INT0000579,APP000333,2,Technical,77.2,On Hold,Excellent Problem Solving,60
INT0000580,APP000333,3,Technical,78.2,Fail,Needs Improvement,120
INT0000581,APP000335,1,Technical,42.7,Pass,Good Communication,90
INT0000582,APP000335,2,HR,33.9,On Hold,Strong Technical Skills,45
INT0000583,APP000335,3,Aptitude,84.2,Fail,Excellent Problem Solving,120
INT0000584,APP000335,4,Technical,96.9,On Hold,Good Communication,120
INT0000585,APP000337,1,HR,88.1,Fail,Lacks Domain Knowledge,60
INT0000586,APP000337,2,Group Discussion,32.8,Fail,Strong Technical Skills,30
INT0000587,APP000337,3,Case Study,52.7,On Hold,Average Performance,45
INT0000588,APP000339,1,Technical,65.1,Fail,Average Performance,30
INT0000589,APP000339,2,Group Discussion,94.0,Pass,Average Performance,30
INT0000590,APP000339,3,Case Study,91.7,Pass,Strong Technical Skills,30
INT0000591,APP000340,1,Group Discussion,52.8,Fail,Lacks Domain Knowledge,30
INT0000592,APP000340,2,Technical,43.1,On Hold,Lacks Domain Knowledge,30
INT0000593,APP000340,3,Technical,85.7,On Hold,Excellent Problem Solving,60
INT0000594,APP000341,1,HR,43.4,On Hold,Excellent Problem Solving,90
INT0000595,APP000341,2,Aptitude,62.4,On Hold,Strong Technical Skills,45
INT0000596,APP000341,3,HR,97.0,Pass,Excellent Problem Solving,120
INT0000597,APP000341,4,Aptitude,78.7,Pass,Strong Technical Skills,45
INT0000598,APP000342,1,Technical,40.5,Pass,Needs Improvement,90
INT0000599,APP000344,1,Aptitude,65.0,Pass,Strong Technical Skills,120
INT0000600,APP000344,2,HR,32.7,On Hold,Lacks Domain Knowledge,120
INT0000601,APP000344,3,Group Discussion,50.7,Pass,Excellent Problem Solving,120
INT0000602,APP000344,4,Aptitude,96.3,On Hold,Strong Technical Skills,30
INT0000603,APP000347,1,Coding,83.9,Pass,Excellent Problem Solving,30
INT0000604,APP000347,2,Aptitude,35.7,Pass,Average Performance,30
INT0000605,APP000348,1,Group Discussion,96.3,Pass,Good Communication,30
INT0000606,APP000349,1,Case Study,64.0,Fail,Good Communication,60
INT0000607,APP000350,1,Coding,70.5,Pass,Needs Improvement,30
INT0000608,APP000351,1,Coding,74.9,On Hold,Excellent Problem Solving,60
INT0000609,APP000351,2,HR,96.1,Pass,Excellent Problem Solving,60
INT0000610,APP000351,3,Group Discussion,43.5,Pass,Average Performance,45
INT0000611,APP000352,1,HR,76.4,Pass,Needs Improvement,45
INT0000612,APP000353,1,Coding,35.9,Fail,Average Performance,30
INT0000613,APP000353,2,Case Study,65.5,Pass,Strong Technical Skills,30
INT0000614,APP000353,3,Technical,71.9,On Hold,Excellent Problem Solving,90
INT0000615,APP000355,1,Coding,89.5,Pass,Excellent Problem Solving,120
INT0000616,APP000355,2,Technical,84.6,Pass,Good Communication,90
INT0000617,APP000355,3,HR,60.0,On Hold,Lacks Domain Knowledge,90
INT0000618,APP000356,1,Technical,52.1,Pass,Lacks Domain Knowledge,30
INT0000619,APP000356,2,Coding,86.2,Fail,Good Communication,30
INT0000620,APP000356,3,Coding,31.0,On Hold,Lacks Domain Knowledge,90
INT0000621,APP000357,1,HR,65.4,On Hold,Average Performance,120
INT0000622,APP000359,1,Aptitude,77.9,On Hold,Excellent Problem Solving,90
INT0000623,APP000359,2,Aptitude,64.9,Pass,Strong Technical Skills,90
INT0000624,APP000359,3,Group Discussion,56.1,Fail,Lacks Domain Knowledge,45
INT0000625,APP000360,1,Case Study,31.9,Fail,Excellent Problem Solving,45
INT0000626,APP000360,2,HR,91.5,On Hold,Good Communication,90
INT0000627,APP000360,3,HR,46.5,Pass,Good Communication,30
INT0000628,APP000360,4,Case Study,67.5,On Hold,Lacks Domain Knowledge,45
INT0000629,APP000361,1,Case Study,83.5,On Hold,Lacks Domain Knowledge,45
INT0000630,APP000362,1,HR,41.6,Fail,Strong Technical Skills,120
INT0000631,APP000362,2,Technical,86.7,Fail,Good Communication,60
INT0000632,APP000364,1,Technical,80.3,Pass,Excellent Problem Solving,45
INT0000633,APP000364,2,Coding,34.3,Pass,Good Communication,30
INT0000634,APP000365,1,Case Study,89.3,Fail,Excellent Problem Solving,30
INT0000635,APP000365,2,Case Study,36.6,Fail,Needs Improvement,120
INT0000636,APP000366,1,Case Study,39.3,On Hold,Strong Technical Skills,45
INT0000637,APP000366,2,HR,39.0,On Hold,Lacks Domain Knowledge,60
INT0000638,APP000366,3,Technical,49.9,Pass,Needs Improvement,90
INT0000639,APP000367,1,Case Study,81.7,On Hold,Good Communication,30
INT0000640,APP000367,2,HR,83.3,Fail,Lacks Domain Knowledge,90
INT0000641,APP000369,1,HR,83.4,Pass,Lacks Domain Knowledge,90
INT0000642,APP000369,2,HR,56.3,Pass,Excellent Problem Solving,120
INT0000643,APP000369,3,Technical,42.8,Pass,Average Performance,30
INT0000644,APP000369,4,Case Study,76.9,On Hold,Strong Technical Skills,30
INT0000645,APP000371,1,HR,60.2,On Hold,Needs Improvement,120
INT0000646,APP000372,1,Case Study,81.6,Pass,Average Performance,90
INT0000647,APP000373,1,Group Discussion,43.9,On Hold,Lacks Domain Knowledge,60
INT0000648,APP000374,1,Group Discussion,88.0,Pass,Good Communication,120
INT0000649,APP000375,1,Case Study,84.8,On Hold,Needs Improvement,60
INT0000650,APP000375,2,Aptitude,45.1,Fail,Needs Improvement,45
INT0000651,APP000376,1,Technical,98.9,Fail,Lacks Domain Knowledge,90
INT0000652,APP000376,2,Group Discussion,41.3,Pass,Average Performance,60
INT0000653,APP000376,3,Case Study,36.6,On Hold,Strong Technical Skills,90
INT0000654,APP000376,4,Aptitude,63.8,Pass,Lacks Domain Knowledge,45
INT0000655,APP000379,1,Coding,83.2,Pass,Excellent Problem Solving,45
INT0000656,APP000380,1,Group Discussion,65.2,Fail,Strong Technical Skills,90
INT0000657,APP000381,1,Coding,67.0,On Hold,Needs Improvement,60
